Document,Question,Answer
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The accide
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN13FA096_85778_2_2_2025 10_21_54 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,Physical o
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN13FA122_85944_2_2_2025 10_21_48 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,There is n
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No evidenc
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN13FA174_86280_2_2_2025 10_21_35 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",The invest
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_CEN13FA192_86426_2_2_2025 10_21_25 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the operational process one of the contributing factors to this accident?,The invest
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The invest
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The invest
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is routine violation one of the contributing factors to this accident?,No
Report_CEN13FA205_86515_2_2_2025 10_21_20 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_CEN13FA295_86995_2_2_2025 10_21_04 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
