Document,Question,Answer
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, there"
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, the f"
Report_WPR18FA232_98120_2_2_2025 10_02_21 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",No.
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, the p"
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, the p"
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, the p"
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR18FA260_98287_2_2_2025 10_02_16 AM.pdf,Is exceptional error one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the operational process one of the contributing factors to this accident?,The operat
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Yes
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is the physiological state one of the contributing factors to this accident?,No
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,There is n
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Are skill-based errors contributing factors to this accident?,The invest
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR18LA010_96202_2_2_2025 10_03_30 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,No
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No.
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?","Yes, commu"
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The inform
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The inform
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,The findin
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR18MA087_96722_2_2_2025 10_02_54 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,No.
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,Yes
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, perso"
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The findin
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is perceptual error one of the contributing factors to this accident?,Perceptual
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR19FA091_99074_2_2_2025 10_01_49 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,Yes
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",No.
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,The invest
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,The flight
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,Decision e
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Are skill-based errors contributing factors to this accident?,"Yes, skill"
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is perceptual error one of the contributing factors to this accident?,The inform
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is routine violation one of the contributing factors to this accident?,"Yes, the i"
Report_WPR19FA109_99264_2_2_2025 10_01_40 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No.
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,No.
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"No, not be"
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is the physiological state one of the contributing factors to this accident?,The physio
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,No.
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Are skill-based errors contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is perceptual error one of the contributing factors to this accident?,No
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is routine violation one of the contributing factors to this accident?,Routine vi
Report_WPR19FA123_99337_2_2_2025 10_01_35 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the lack of organizational culture one of the contributing factors to this accident?,No
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the operational process issue one of the contributing factors to this accident?,Yes
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the resource management problem one of the contributing factors to this accident?,No
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the inadequate supervision one of the contributing factors to this accident?,No
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the planned inappropriate operations one of the contributing factors to this accident?,Yes
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the failure to correct known problems one of the contributing factors to this accident?,No.
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the supervisory violation one of the contributing factors to this accident?,The inform
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,"Are physical environment factors like wind, rain, or snow contributing factors to this accident?",Yes
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Are tool or technology issues contributing factors to this accident?,No
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the operational process one of the contributing factors to this accident?,"Yes, the o"
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,"Are communication, coordination, or planning problems contributing factors to this accident?",Communicat
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is not being fit for duty or responsibility one of the contributing factors to this accident?,"Yes, not b"
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Are mental state or mental problems one of the contributing factors to this accident?,"Yes, the p"
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is the physiological state one of the contributing factors to this accident?,"Yes, the p"
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Are physical or mental limitations one of the contributing factors to this accident?,"Yes, both "
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is decision error or making a wrong decision one of the contributing factors to this accident?,"Yes, decis"
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Are skill-based errors contributing factors to this accident?,Yes
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is perceptual error one of the contributing factors to this accident?,"Yes, perce"
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is routine violation one of the contributing factors to this accident?,The inform
Report_WPR19FA148_99444_2_2_2025 10_01_32 AM.pdf,Is exceptional error one of the contributing factors to this accident?,Exceptiona
