"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"CEN13FA096","ACC","85778","2012-12-10T21:16:00Z","Compton","Illinois","United States","","N911BK","TRUE","DirectorBrief","2014-12-10T05:00:00Z","Fatal","3","0","0","The inadvertent encounter with inclement weather, including snow, freezing rain, and reduced visibility conditions,  which led to the pilot’s spatial disorientation and loss of aircraft control.","","41.747501","-89.095832","MBB","BK 117 A-3","HELI","","","FALSE","2","NSCH","","135","Substantial","VMC","Air Methods Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85778","11/19/2014 11:53:00 AM",
"CEN13LA086","ACC","85720","2012-12-01T15:20:00Z","Walkerville","Michigan","United States","","N3755Z","FALSE","DirectorBrief","2014-01-30T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain altitude while maneuvering, which resulted in a collision with trees. Contributing to the accident was the pilot's decision to fly at a low altitude, which did not provide enough margin to recover from the descent.","","43.674999","-86.107223","BELL","47G-2","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85720","12/4/2013 2:09:00 PM",
"ERA13FA070","ACC","85711","2012-11-30T16:12:00Z","Apollo Beach","Florida","United States","","N2626N","FALSE","DirectorBrief","2014-02-04T05:00:00Z","Fatal","1","0","0","Mast bumping for reasons that could not be determined because one main rotor blade was not recovered.","","27.780555","-82.431388","ROBINSON HELICOPTER","R22 BETA II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","FLY N CHOPPERS","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85711","1/28/2014 8:48:00 PM",
"CEN13FA075","ACC","85681","2012-11-27T16:58:00Z","Childress","Texas","United States","","N28MP","FALSE","DirectorBrief","2015-01-27T05:00:00Z","Fatal","1","1","0","The improper maintenance of the helicopter fuel system that resulted in erroneous fuel gauge indications and the pilot’s inadequate fuel management, both of which resulted in fuel exhaustion during a long-line hover. Also causal was the lack of company procedures to ensure adequate maintenance and fuel planning.","","34.420276","-100.240997","HUGHES","369","HELI","","","FALSE","1","","EXLD","133","Substantial","VMC","Brim Equipment Leasing Inc","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85681","1/14/2015 12:56:00 AM",
"WPR13FA054","ACC","85657","2012-11-26T00:08:00Z","Corona","California","United States","","N4204A","TRUE","DirectorBrief","2014-03-07T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance between the helicopter’s main rotor blades and the metal canopy of a fuel island.","","33.897777","-117.6025","ROBINSON HELICOPTER COMPANY","R44 II","HELI","AJO","Corona","FALSE","1","","PERS","091","Substantial","IMC","LAW OFFICES OF JAMES C BECHLER PC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85657","1/9/2014 8:42:00 PM",
"ERA13LA057","ACC","85595","2012-11-15T13:11:00Z","Corning","New York","United States","","N369AW","FALSE","DirectorBrief","2014-04-23T04:00:00Z","Fatal","2","0","0","The pilot’s failure to maintain adequate altitude while conducting a power line aerial observation flight, which resulted in an in-flight collision with wires. Contributing to the accident was the pilot’s lack of total experience in the type of operation.","","42.147499","-77.041946","HUGHES","369D","HELI","ELM","ELMIRA/CORNING RGNL","FALSE","1","","AOBV","091","Substantial","VMC","Haverfield International Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85595","3/4/2014 3:39:00 PM",
"ERA13GA046","ACC","85495","2012-11-03T22:45:00Z","Atlanta","Georgia","United States","","N368PD","FALSE","DirectorBrief","2014-03-07T05:00:00Z","Fatal","2","0","0","The pilot's failure to maintain sufficient altitude during maneuvering flight, which resulted in his failure to see and avoid a power pole and wires.","","33.752777","-84.467224","HUGHES","OH-6A","HELI","","","FALSE","1","","PUBL","PUBU","Substantial","VMC","ATLANTA POLICE DEPARTMENT","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85495","1/22/2014 4:58:00 PM",
"ERA13FA026","ACC","85344","2012-10-17T06:36:00Z","Erwinna","Pennsylvania","United States","","C-FXGM","FALSE","DirectorBrief","2014-04-23T04:00:00Z","Fatal","1","0","0","The pilot’s decision to depart under visual flight rules in dark night instrument meteorological conditions, which resulted in subsequent spatial disorientation, uncontrolled descent, and impact with trees and terrain.","","40.528331","-75.074722","AEROSPATIALE","AS 355","HELI","4PN5","Brigham Heliport","FALSE","2","","POSI","091","Substantial","IMC","Catalyst Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85344","2/21/2014 6:00:00 PM",
"CEN13FA010","ACC","85313","2012-10-11T19:58:00Z","Blanco","Texas","United States","","N474FA","FALSE","DirectorBrief","2015-09-17T04:00:00Z","Fatal","3","0","0","The pilot's loss of helicopter control as a result of spatial disorientation due to dark night conditions and marginal visual flight rules weather conditions.","","30.051944","-98.606666","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","Veracity Aviation, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85313","9/3/2015 7:52:00 PM",
"CEN13FA009","ACC","85294","2012-10-10T11:55:00Z","Crowley","Louisiana","United States","","N333DR","FALSE","DirectorBrief","2013-06-12T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain clearance from the broadcast tower guy-wires.","","30.085277","-92.382499","BELL","206B","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85294","4/19/2013 7:12:00 PM",
"ERA13FA014","ACC","85290","2012-10-09T20:00:00Z","Coolbaugh Township","Pennsylvania","United States","","N108MF","FALSE","DirectorBrief","2014-07-09T04:00:00Z","Fatal","2","1","0","The pilot’s decision to continue visual flight rules flight into instrument meteorological conditions due to self-imposed pressure to complete the trip, which resulted in impact with trees and terrain.","","41.150276","-75.410003","BELL","407","HELI","MPO","Pocono Mountains Municipal","FALSE","1","","EXEC","091","Substantial","IMC","ACS HELICOPTERS LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85290","7/2/2014 1:25:00 PM",
"CEN13FA003","ACC","85252","2012-10-05T07:58:00Z","Intracoastal City","Louisiana","United States","","N406AL","FALSE","DirectorBrief","2015-03-10T04:00:00Z","Fatal","1","0","0","The pilot’s decision to attempt a local flight in marginal visual meteorological conditions and his subsequent loss of control following an inadvertent encounter with instrument metrological conditions shortly after takeoff.","","29.787221","-92.158332","BELL","407","HELI","2LA0","Central Industries Airport","FALSE","1","","OWRK","091","Substantial","IMC","Bristow US, LLC.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85252","2/27/2015 5:08:00 PM",
"ERA12FA563","ACC","85046","2012-09-15T12:00:00Z","West Windsor","New Jersey","United States","","N58020","FALSE","DirectorBrief","2013-12-02T05:00:00Z","Fatal","1","0","0","Disconnection of the upper rod end from the fore/aft servo due to severely worn threads, which resulted in a loss of control and separation of a main rotor blade during cruise flight. Contributing to the accident were incorrect maintenance procedures and inadequate maintenance inspections performed by the operator, and insufficient inspection criteria provided by the helicopter manufacturer.","","40.299999","-74.668609","AEROSPATIALE","AS 355F1","HELI","","","FALSE","2","","BUS","091","Substantial","VMC","Analar Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=85046","6/27/2013 12:42:00 PM",
"CEN12FA621","ACC","84993","2012-09-10T15:45:00Z","Houston","Texas","United States","","N281RG","FALSE","DirectorBrief","2013-11-06T05:00:00Z","Fatal","2","0","0","The pilot's failure to maintain control of the helicopter after a loss of engine power. The reason for the loss of engine power could not be determined because examination did not reveal any anomalies that would have precluded operation.","","29.784721","-94.951385","ROBINSON HELICOPTER","R22 BETA","HELI","","None","FALSE","1","NSCH","AOBV","091","Substantial","VMC","HELICOPTER SERVICES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84993","8/26/2013 4:59:00 PM",
"ERA12LA541","ACC","84877","2012-09-01T09:00:00Z","McVeytown","Pennsylvania","United States","","N70415","FALSE","DirectorBrief","2013-04-10T04:00:00Z","Fatal","1","0","0","The pilot's lack of proficiency and certification, which resulted in his failure to enter an autorotation when the engine lost power. Contributing to the accident was the pilot’s inadequate fuel planning, which resulted in fuel exhaustion and a subsequent loss of engine power.","","40.45111","-77.826385","JOHNSTON DOUGLAS S","SAFARI","HELI","","","TRUE","1","","PERS","091","Substantial","VMC","Ken Smith","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84877","2/25/2013 8:19:00 PM",
"ERA12FA527","ACC","84792","2012-08-24T22:30:00Z","Abingdon","Virginia","United States","","N407N","FALSE","DirectorBrief","2014-05-08T04:00:00Z","Fatal","1","0","0","The pilot's improper decision to make a low-level departure over water in dark night conditions without lights, which resulted in controlled flight into the water. Contributing to the accident was the pilot's likely spatial disorientation due to a vestibular illusion caused by the rapid acceleration during takeoff.","","36.594444","-82.018333","BELL","407","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","K-VA-T & W-L AVIATION LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84792","4/11/2014 1:16:00 PM",
"ANC12FA084","ACC","84608","2012-08-07T16:45:00Z","Delta Junction","Alaska","United States","","N737TV","FALSE","DirectorBrief","2013-08-13T04:00:00Z","Fatal","1","0","0","The pilot’s failure to clear the left landing gear skid, which resulted in the entanglement of the left landing gear skid with a log, and his subsequent application of collective pitch, which resulted in a dynamic rollover.","","64.442222","-144.884719","MCDONNELL DOUGLAS HELICOPTER","600N","HELI","76AK","Pogo Mine Airstrip","FALSE","1","NSCH","","135","Substantial","VMC","Aurora Aviation Services Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84608","6/24/2013 2:41:00 PM",
"WPR12FA298","ACC","84237","2012-07-09T10:15:00Z","Murrieta","California","United States","","N7527Y","FALSE","DirectorBrief","2013-12-05T05:00:00Z","Fatal","1","0","0","The pilot's failure to maintain clearance from high vegetation while making a hovering turn, which resulted in a dynamic rollover.","","33.563331","-117.0625","ROBINSON HELICOPTER","R22 BETA","HELI","","","FALSE","1","","INST","091","Substantial","VMC","USA Academy Of Aviation, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84237","9/12/2013 7:29:00 PM",
"WPR12FA282","ACC","84134","2012-06-30T12:07:00Z","Camp Verde","Arizona","United States","","N729DP","FALSE","DirectorBrief","2014-03-07T05:00:00Z","Fatal","4","0","0","The pilot's improper decision to fly at a low altitude through a river canyon, contrary to voluntary guidance within the Special Conservation Area, which led to collision with a cable. Contributing to the pilot’s decision were his cognitive and psychomotor impairment from his use of an antihistamine medication.","","34.444442","-111.789443","AEROSPATIALE","AS350B","HELI","KSDL","Scottsdale","FALSE","1","","PERS","091","Substantial","VMC","CHOPPER II LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=84134","1/9/2014 2:20:00 PM",
"WPR12LA259","ACC","83942","2012-06-12T15:20:00Z","East Wenatchee","Washington","United States","","N282MC","FALSE","DirectorBrief","2014-12-15T05:00:00Z","Fatal","1","1","0","The pilot’s failure to adequately monitor the environment and maintain clearance from the power lines while maneuvering at low altitude.","","47.409168","-120.249725","ROBINSON HELICOPTER COMPANY","R44 II","HELI","","","FALSE","1","","OWRK","091","Substantial","VMC","DRAGONFLY AVIATION, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=83942","10/30/2014 7:45:00 PM",
"CEN12FA321","ACC","83774","2012-05-28T16:10:00Z","","Gulf of Mexico","United States","","N7077F","FALSE","DirectorBrief","2013-05-30T04:00:00Z","Fatal","1","0","0","The pilot’s failure to maintain clearance from an obstacle while landing on an obstructed helipad, which resulted in a collision and loss of control. Contributing to the accident was the failure of the helipad owner to mark the helipad closed and the failure of the flight operator to report the known hazard and issue a notice to airman.","","29.474901","-88.702275","BELL","206-L4","HELI","","None","FALSE","1","NSCH","","135","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=83774","4/16/2013 6:04:00 PM",
"WPR12GA106","ACC","82909","2012-02-15T14:01:00Z","Moran Junction","Wyoming","United States","","N407HL","FALSE","DirectorBrief","2014-11-20T05:00:00Z","Fatal","1","2","0","The pilot’s failure to maintain yaw control while hovering at high density altitude, which resulted in a loss of tail rotor effectiveness.","","43.726112","-110.199722","BELL","407","HELI","","","FALSE","1","","PUBL","PUBU","Substantial","VMC","Teton County Sheriffs Office","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82909","10/7/2014 8:12:00 PM",
"CEN12FA139","ACC","82704","2012-01-19T10:01:00Z","Centerville","Louisiana","United States","","N369TL","FALSE","DirectorBrief","2012-08-15T04:00:00Z","Fatal","2","0","0","The pilot allowed the helicopter to settle with power while maneuvering at low altitude.","","29.5275","-91.395553","ROBINSON","R44 II","HELI","","","FALSE","1","","PERS","091","Substantial","VMC","CENAC Marine Services, LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=82704","6/28/2012 3:54:00 PM",
